Restaurant; UrlMichelin; Chef; PostalCode ; PriceRange
Le Carmin;  https://restaurant.michelin.fr/8zb6c2d4/le-carmin-beaune; Christophe Quéant; 21200; Prix - De 25 € à 100 €
L'Abeille;  https://restaurant.michelin.fr/2fcezsf/labeille-paris-16; ; 75016; Prix - De 150 € à 250 €
La Robe;  https://restaurant.michelin.fr/3ffqpazw/la-robe-montaigu; ; 85600; Prix - De 29 € à 75 €
Loiseau rive Gauche;  https://restaurant.michelin.fr/2aaahmg/loiseau-rive-gauche-paris-07; ; 75007; 
Stéphane Tournié - Les Jardins de l'Opéra;  https://restaurant.michelin.fr/2b3631b/stephane-tournie-les-jardins-de-lopera-toulouse; Stéphane Tournié; 31000; Prix - De 32 € à 99 €
L'Alchémille;  https://restaurant.michelin.fr/ua3c2rxf/lalchemille-kaysersberg-vignoble; ; 68240; Prix - De 32 € à 98 €
Au 14 Février;  https://restaurant.michelin.fr/2f8f1gn/au-14-fevrier-lyon-05; ; 69005; Prix moyen - 92 €
Hostellerie Jérôme;  https://restaurant.michelin.fr/2b5e0ez/hostellerie-jerome-la-turbie; Bruno Cirino; 06320; Prix - De 96 € à 158 €
Racines;  https://restaurant.michelin.fr/4031571/racines-paris-02; ; 75002; Prix - De 40 € à 60 €
Serge Vieira;  https://restaurant.michelin.fr/2ey495p/serge-vieira-chaudes-aigues; ; 15110; Prix - De 92 € à 155 €
La Chaumière;  https://restaurant.michelin.fr/2buz227/la-chaumiere-dole; Joël Césari; 39100; Prix - De 26 € à 90 €
Les Explorateurs;  https://restaurant.michelin.fr/ui89zrwk/les-explorateurs-val-thorens; Josselin Jeanblanc; 73440; Prix - De 60 € à 100 €
Lucas Carton;  https://restaurant.michelin.fr/2abav0l/lucas-carton-paris-08; Julien Dumas; 75008; Prix - De 89 € à 151 €
Auberge du Vert Mont;  https://restaurant.michelin.fr/13ppe4f4/auberge-du-vert-mont-boeschepe; ; 59299; Prix - De 21 € à 60 €
Le Quinzième - Cyril Lignac;  https://restaurant.michelin.fr/2dtfbbi/le-quinzieme-cyril-lignac-paris-15; Cyril Lignac; 75015; Prix - De 69 € à 180 €
Louis;  https://restaurant.michelin.fr/cmfchcva/louis-paris-09; ; 75009; 
Shang Palace;  https://restaurant.michelin.fr/2fcezsf205/shang-palace-paris-16; Samuel Lee; 75016; Prix - De 48 € à 280 €
L'Olivier;  https://restaurant.michelin.fr/2css2bw/lolivier-saint-tropez; Phillipe Colinet; 83990; Prix - De 75 € à 100 €
Ken Kawasaki;  https://restaurant.michelin.fr/ximkypex/ken-kawasaki-paris-18; ; 75018; Prix - De 45 € à 70 €
Le Roc Alto;  https://restaurant.michelin.fr/8xdk7lc4/le-roc-alto-saint-veran; ; 05350; Prix - De 65 € à 115 €
Les Terrasses de Lyon;  https://restaurant.michelin.fr/29t2ib7/les-terrasses-de-lyon-lyon-05; David Delsart; 69005; Prix - De 76 € à 120 €
Le George;  https://restaurant.michelin.fr/9q8vl0jf/le-george-paris-08; Simone Zanoni; 75008; Prix - De 65 € à 110 €
La Maison dans le Parc;  https://restaurant.michelin.fr/2elnjes/la-maison-dans-le-parc-nancy; ; 54000; 
Comice;  https://restaurant.michelin.fr/3616836/comice-paris-16; ; 75016; Prix - De 46 € à 120 €
Copenhague;  https://restaurant.michelin.fr/2916876/copenhague-paris-08; ; 75008; 
Lait Thym Sel;  https://restaurant.michelin.fr/4027706/lait-thym-sel-angers; ; 49000; Prix moyen - 50 €
Cayola;  https://restaurant.michelin.fr/2arajo6/cayola-chateau-dolonne; ; 85180; Prix - De 39 € à 108 €
Le Pavillon;  https://restaurant.michelin.fr/2b3t8kh/le-pavillon-le-touquet-paris-plage; ; 62520; Prix - De 65 € à 155 €
Château Blanchard;  https://restaurant.michelin.fr/ou4s65x/chateau-blanchard-chazelles-sur-lyon; ; 42140; Prix - De 30 € à 92 €
La Sommelière;  https://restaurant.michelin.fr/4037936/la-sommeliere-lyon-05; ; 69005; Prix moyen - 72 €
Domaine des Séquoias;  https://restaurant.michelin.fr/28zo6i3/domaine-des-sequoias-ruy; Eric Jambon; 38300; Prix - De 40 € à 130 €
Rozo;  https://restaurant.michelin.fr/4036171/rozo-lille; ; 59000; Prix - De 29 € à 62 €
